216 16 4 -4
217 15 4 -4
218 15 3 -4
219 15 4 -4
220 15 5 -4
221 15 5 -3
222 15 6 -3
223 16 6 -3
224 17 6 -3
225 17 7 -3
226 18 7 -3
227 18 7 -2
228 19 7 -2
229 18 7 -2
230 19 7 -2
231 20 7 -2
232 20 6 -2
233 19 6 -2
234 19 7 -2
235 19 7 -1
236 19 6 -1
237 19 6 0
238 19 6 -1
239 19 6 0
240 19 7 0
241 18 7 0
242 18 7 -1
243 18 7 -2
244 17 7 -2
245 16 7 -2
246 15 7 -2
247 15 7 -3
248 14 7 -3
249 14 7 -4
250 14 6 -4
251 14 6 -3
252 13 6 -3
253 13 5 -3
254 12 5 -3
255 11 5 -3
256 10 5 -3
257 10 6 -3
258 10 6 -4
259 10 7 -4
260 10 7 -5
261 10 7 -6
262 10 7 -7
263 10 8 -7
264 10 7 -7
265 9 7 -7
266 10 7 -7
267 9 7 -7
268 10 7 -7
269 9 7 -7
270 9 6 -7
271 8 6 -7
272 8 6 -8
273 8 5 -8
274 8 4 -8
275 8 3 -8
276 8 2 -8
277 8 3 -8
278 8 4 -8
279 8 5 -8
280 8 5 -9
281 8 6 -9
282 8 6 -8
283 8 6 -9
284 8 5 -9
285 8 6 -9
286 8 5 -9
287 8 4 -9
288 8 4 -8
289 8 3 -8
290 8 3 -9
291 9 3 -9
292 9 3 -10
293 9 2 -10
294 9 2 -9
295 9 3 -9
296 9 4 -9
297 10 4 -9
298 10 4 -10
299 10 4 -9
300 10 3 -9
301 11 3 -9
302 11 4 -9
303 10 4 -9
304 11 4 -9
305 10 4 -9
306 11 4 -9
307 10 4 -9
308 10 4 -10
309 9 4 -10
310 10 4 -10
311 11 4 -10
312 11 5 -10
313 11 4 -10
314 11 4 -11
315 11 4 -12
316 12 4 -12
317 12 4 -11
318 12 4 -12
319 12 4 -11
320 12 5 -11
321 12 4 -11
322 12 4 -12
323 12 4 -11
324 12 5 -11
325 12 6 -11
326 12 7 -11
327 13 7 -11
328 12 7 -11
329 12 7 -10
330 12 7 -11
331 12 6 -11
332 12 6 -10
333 11 6 -10
334 11 6 -11
335 11 6 -10
336 10 6 -10
337 11 6 -10
338 11 6 -9
339 12 6 -9
340 12 5 -9
341 12 5 -8
342 12 4 -8
343 12 5 -8
344 12 5 -7
345 12 5 -8
346 13 5 -8
347 13 4 -8
348 13 5 -8
349 13 6 -8
350 14 6 -8
351 13 6 -8
352 13 6 -9
353 13 6 -8
354 13 7 -8
355 14 7 -8
356 14 7 -9
357 14 7 -8
358 15 7 -8
359 14 7 -8
360 13 7 -8
361 13 7 -7
362 13 6 -7
363 13 6 -8
364 13 5 -8
365 13 5 -9
366 13 4 -9
367 13 4 -8
368 13 4 -7
369 13 5 -7
370 13 6 -7
371 12 6 -7
372 11 6 -7
373 11 5 -7
374 11 6 -7
375 11 5 -7
376 11 5 -8
377 12 5 -8
378 12 4 -8
379 12 4 -7
380 13 4 -7
381 13 4 -6
382 13 4 -5
383 13 4 -4
384 13 5 -4
385 13 4 -4
386 13 5 -4
387 13 6 -4
388 13 7 -4
389 13 8 -4
390 14 8 -4
391 14 9 -4
392 13 9 -4
393 13 8 -4
394 13 8 -5
395 13 8 -4
396 13 9 -4
397 13 8 -4
398 12 8 -4
399 12 9 -4
400 13 9 -4
401 14 9 -4
402 15 9 -4
403 14 9 -4
404 15 9 -4
405 15 8 -4
406 15 8 -3
407 16 8 -3
408 15 8 -3
409 14 8 -3
410 13 8 -3
411 14 8 -3
412 13 8 -3
413 14 8 -3
414 15 8 -3
415 15 9 -3
416 14 9 -3
417 15 9 -3
418 15 9 -2
419 15 10 -2
420 15 9 -2
421 15 9 -3
422 15 9 -4
423 14 9 -4
424 14 9 -5
425 14 9 -6
426 14 9 -5
427 15 9 -5
428 15 9 -4
429 15 9 -3
430 15 9 -4
431 14 9 -4
432 15 9 -4
433 15 9 -3
434 16 9 -3
435 16 10 -3
436 16 10 -2
437 16 9 -2
438 15 9 -2
439 15 9 -1
440 15 9 0
441 16 9 0
442 16 8 0
443 15 8 0
444 16 8 0
445 16 9 0
446 16 8 0
447 16 8 -1
448 16 8 0
449 16 7 0
450 16 6 0
451 16 6 -1
452 15 6 -1
453 15 7 -1
454 15 6 -1
455 16 6 -1
456 17 6 -1
457 16 6 -1
458 16 6 -2
459 16 7 -2
460 16 8 -2
461 15 8 -2
462 15 7 -2
463 16 7 -2
464 16 8 -2
465 17 8 -2
466 17 8 -1
467 18 8 -1
468 18 9 -1
469 18 8 -1
470 18 7 -1
471 18 8 -1
472 17 8 -1
473 16 8 -1
474 16 8 -2
475 16 8 -3
476 16 8 -4
477 16 8 -3
478 16 9 -3
479 16 9 -4
480 15 9 -4
481 15 9 -3
482 14 9 -3
483 14 8 -3
484 14 9 -3
485 14 9 -4
486 14 10 -4
487 13 10 -4
488 13 9 -4
489 12 9 -4
490 12 9 -3
491 12 10 -3
492 13 10 -3
493 12 10 -3
494 12 9 -3
495 13 9 -3
496 13 10 -3
497 13 10 -2
498 13 9 -2
499 14 9 -2
500 14 8 -2
501 14 7 -2
502 14 7 -3
503 14 8 -3
504 14 7 -3
505 14 7 -2
506 15 7 -2
507 15 7 -1
508 15 6 -1
509 15 7 -1
510 15 8 -1
511 14 8 -1
512 15 8 -1
513 14 8 -1
514 15 8 -1
515 14 8 -1
516 14 8 0
517 14 9 0
518 15 9 0
519 14 9 0
520 13 9 0
521 14 9 0
522 15 9 0
523 15 10 0
524 16 10 0
525 16 10 -1
526 15 10 -1
527 16 10 -1
528 17 10 -1
529 17 11 -1
530 16 11 -1
531 16 11 0
532 16 11 1
533 16 11 2
534 15 11 2
535 15 12 2
536 15 11 2
537 16 11 2
538 16 11 3
539 16 11 2
540 17 11 2
541 18 11 2
542 18 12 2
543 18 12 1
544 19 12 1
545 19 12 2
546 19 13 2
547 19 13 3
548 19 14 3
549 18 14 3
550 19 14 3
551 18 14 3
552 18 14 2
553 18 13 2
554 18 14 2
555 18 14 1
556 18 13 1
557 19 13 1
558 19 13 2
559 18 13 2
560 17 13 2
561 17 13 3
562 17 13 2
563 17 14 2
564 17 14 3
565 18 14 3
566 18 14 2
567 19 14 2
568 19 13 2
569 19 13 1
570 19 13 0
571 18 13 0
572 19 13 0
573 19 14 0
574 19 13 0
575 20 13 0
576 20 12 0
577 20 12 1
578 20 12 2
579 20 11 2
580 21 11 2
581 21 10 2
582 21 10 3
583 20 10 3
584 20 11 3
585 19 11 3
586 19 11 4
587 19 11 3
588 20 11 3
589 19 11 3
590 18 11 3
591 18 11 2
592 17 11 2
593 17 11 3
594 18 11 3
595 17 11 3
596 18 11 3
597 18 10 3
598 18 10 2
599 18 11 2
600 18 12 2
601 19 12 2
602 20 12 2
603 20 12 3
604 19 12 3
605 19 11 3
606 18 11 3
607 19 11 3
608 19 12 3
609 20 12 3
610 20 13 3
611 20 12 3
612 20 12 4
613 21 12 4
614 21 11 4
615 20 11 4
616 20 11 3
617 20 12 3
618 21 12 3
619 21 12 2
620 21 12 1
621 20 12 1
622 19 12 1
623 19 13 1
624 19 13 2
625 19 14 2
626 19 14 1
627 19 15 1
628 19 15 2
629 19 16 2
630 19 16 3
631 20 16 3
632 20 16 2
633 21 16 2
634 21 16 3
635 21 15 3
636 22 15 3
637 22 15 2
638 23 15 2
639 23 16 2
640 22 16 2
641 22 17 2
642 22 17 3
643 21 17 3
644 21 16 3
645 21 17 3
646 21 17 4
647 20 17 4
648 20 18 4
649 20 18 5
650 20 17 5
651 20 17 4
652 20 18 4
653 21 18 4
654 21 18 3
655 21 17 3
656 21 18 3
657 21 18 4
658 21 17 4
659 21 17 5
660 21 17 4
661 21 16 4
662 21 16 3
663 22 16 3
664 22 16 4
665 22 16 5
666 22 16 6
667 22 16 5
668 22 17 5
669 23 17 5
670 23 16 5
671 23 16 4
672 23 17 4
673 23 17 3
674 23 17 2
675 22 17 2
676 23 17 2
677 23 17 1
678 23 17 0
679 23 16 0
680 24 16 0
681 25 16 0
682 26 16 0
683 26 16 1
684 25 16 1
685 25 16 2
686 24 16 2
687 24 16 1
688 24 16 0
689 24 17 0
690 23 17 0
691 23 17 1
692 22 17 1
693 22 16 1
694 23 16 1
695 23 16 0
696 23 16 1
697 23 17 1
698 23 17 0
699 23 17 -1
700 23 17 -2
701 22 17 -2
702 21 17 -2
703 20 17 -2
704 20 17 -3
705 20 18 -3
706 21 18 -3
707 21 17 -3
708 21 17 -4
709 21 18 -4
710 21 18 -5
711 21 18 -4
712 22 18 -4
713 22 18 -3
714 23 18 -3
715 23 18 -2
716 22 18 -2
717 22 18 -3
718 22 19 -3
719 22 20 -3
720 22 20 -2
721 23 20 -2
722 23 21 -2
723 24 21 -2
724 24 20 -2
725 24 21 -2
726 24 22 -2
727 24 22 -3
728 24 22 -4
729 24 21 -4
730 24 22 -4
731 24 21 -4
732 25 21 -4
733 25 22 -4
734 25 22 -3
735 24 22 -3
736 24 21 -3
737 24 21 -4
738 24 21 -5
739 24 20 -5
740 24 21 -5
741 24 21 -6
742 24 21 -7
743 24 22 -7
744 24 21 -7
745 25 21 -7
746 24 21 -7
747 24 21 -8
748 24 21 -7
749 23 21 -7
750 23 21 -6
751 23 20 -6
752 23 21 -6
753 24 21 -6
754 24 20 -6
755 25 20 -6
756 25 21 -6
757 25 21 -5
758 25 21 -6
759 25 20 -6
760 25 20 -7
761 25 20 -8
762 26 20 -8
763 26 19 -8
764 26 18 -8
765 26 17 -8
766 26 16 -8
767 26 15 -8
768 25 15 -8
769 25 14 -8
770 25 14 -9
771 25 15 -9
772 26 15 -9
773 26 15 -10
774 26 16 -10
775 25 16 -10
776 26 16 -10
777 25 16 -10
778 26 16 -10
779 25 16 -10
780 25 17 -10
781 25 18 -10
782 25 17 -10
783 26 17 -10
784 26 17 -11
785 27 17 -11
786 26 17 -11
787 25 17 -11
788 25 17 -12
789 26 17 -12
790 25 17 -12
791 25 17 -13
792 25 16 -13
793 24 16 -13
794 25 16 -13
795 25 16 -14
796 25 16 -13
797 24 16 -13
798 23 16 -13
799 24 16 -13
800 24 15 -13
801 25 15 -13
802 26 15 -13
803 27 15 -13
804 27 16 -13
805 26 16 -13
806 27 16 -13
807 27 16 -12
808 27 15 -12
809 27 15 -13
810 27 15 -12
811 27 16 -12
812 27 16 -13
813 28 16 -13
814 28 15 -13
815 28 14 -13
816 29 14 -13
817 28 14 -13
818 27 14 -13
819 27 14 -12
820 28 14 -12
821 28 13 -12
822 27 13 -12
823 27 13 -13
824 27 12 -13
825 28 12 -13
826 28 13 -13
827 28 13 -12
828 28 13 -13
829 29 13 -13
830 29 14 -13
831 29 14 -12
832 29 14 -13
833 29 14 -14
834 29 14 -13
835 29 14 -12
836 29 15 -12
837 29 15 -13
838 28 15 -13
839 28 15 -14
840 28 14 -14
841 28 14 -15
842 28 14 -16
843 28 14 -15
844 28 13 -15
845 28 12 -15
846 27 12 -15
847 27 12 -16
848 28 12 -16
849 28 13 -16
850 29 13 -16
851 30 13 -16
852 30 13 -17
853 29 13 -17
854 30 13 -17
855 29 13 -17
856 28 13 -17
857 28 13 -16
858 28 13 -15
859 28 14 -15
860 28 14 -14
861 28 13 -14
862 28 13 -13
863 28 12 -13
864 28 11 -13
865 28 11 -12
866 27 11 -12
867 27 11 -13
868 27 11 -14
869 26 11 -14
870 26 12 -14
871 26 13 -14
872 26 13 -15
873 26 14 -15
874 25 14 -15
875 26 14 -15
876 25 14 -15
877 25 15 -15
878 25 14 -15
879 25 14 -16
880 25 14 -17
881 25 13 -17
882 25 12 -17
883 25 11 -17
884 26 11 -17
885 27 11 -17
886 28 11 -17
887 27 11 -17
888 27 11 -16
889 28 11 -16
890 27 11 -16
891 26 11 -16
892 26 12 -16
893 26 13 -16
894 26 12 -16
895 25 12 -16
896 25 12 -15
897 24 12 -15
898 24 12 -16
899 24 12 -15
900 24 12 -14
901 24 12 -15
902 24 12 -16
903 24 11 -16
904 24 11 -17
905 25 11 -17
906 24 11 -17
907 24 11 -16
908 25 11 -16
909 25 12 -16
910 24 12 -16
911 24 11 -16
912 24 10 -16
913 23 10 -16
914 23 10 -17
915 22 10 -17
916 21 10 -17
917 21 10 -18
918 22 10 -18
919 21 10 -18
920 21 10 -17
921 21 11 -17
922 21 10 -17
923 21 10 -16
924 20 10 -16
925 20 10 -15
926 20 9 -15
927 20 9 -14
928 20 10 -14
929 20 9 -14
930 19 9 -14
931 19 9 -13
932 18 9 -13
933 18 9 -12
934 18 9 -13
935 17 9 -13
936 17 9 -14
937 16 9 -14
938 15 9 -14
939 15 9 -15
940 15 9 -14
941 15 9 -15
942 16 9 -15
943 16 8 -15
944 17 8 -15
945 18 8 -15
946 18 9 -15
947 18 9 -14
948 18 9 -13
949 19 9 -13
950 19 9 -14
951 19 9 -15
952 20 9 -15
953 21 9 -15
954 22 9 -15
955 21 9 -15
956 21 9 -16
957 20 9 -16
958 19 9 -16
959 19 10 -16
960 19 10 -17
961 18 10 -17
962 19 10 -17
963 19 10 -18
964 19 9 -18
965 19 10 -18
966 18 10 -18
967 18 10 -17
968 18 10 -16
969 18 10 -15
970 18 10 -16
971 18 10 -17
972 18 10 -18
973 17 10 -18
974 17 11 -18
975 17 11 -17
976 17 11 -18
977 16 11 -18
978 16 11 -17
979 15 11 -17
980 15 11 -16
981 15 12 -16
982 15 12 -15
983 15 12 -14
984 15 11 -14
985 14 11 -14
986 15 11 -14
987 15 12 -14
988 15 13 -14
989 15 14 -14
990 15 14 -15
991 14 14 -15
992 14 15 -15
993 14 16 -15
994 14 17 -15
995 13 17 -15
996 13 17 -16
997 13 16 -16
998 13 16 -17
999 14 16 -17
1000 14 17 -17
1001 14 17 -16
1002 14 16 -16
1003 14 16 -15
1004 14 16 -14
1005 13 16 -14
1006 13 16 -13
1007 13 15 -13
1008 13 15 -12
1009 13 15 -11
1010 13 14 -11
1011 14 14 -11
1012 15 14 -11
1013 15 14 -10
1014 15 14 -11
1015 15 14 -10
1016 14 14 -10
1017 15 14 -10
1018 15 13 -10
1019 15 12 -10
1020 15 12 -11
1021 14 12 -11
1022 15 12 -11
1023 15 11 -11
1024 14 11 -11
1025 14 11 -10
1026 14 11 -11
1027 13 11 -11
1028 14 11 -11
1029 14 12 -11
1030 14 13 -11
1031 14 13 -12
1032 15 13 -12
1033 15 14 -12
1034 14 14 -12
1035 14 15 -12
1036 13 15 -12
1037 12 15 -12
1038 12 16 -12
1039 11 16 -12
1040 11 15 -12
1041 11 15 -13
1042 11 15 -14
1043 11 15 -13
1044 11 15 -12
1045 11 14 -12
1046 11 13 -12
1047 12 13 -12
1048 12 13 -13
1049 12 13 -12
1050 12 14 -12
1051 12 14 -13
1052 12 14 -12
1053 12 14 -11
1054 11 14 -11
1055 11 14 -12
1056 10 14 -12
1057 10 15 -12
1058 10 15 -11
1059 10 15 -12
1060 11 15 -12
1061 10 15 -12
1062 9 15 -12
1063 9 14 -12
1064 8 14 -12
1065 8 14 -11
1066 8 14 -12
1067 7 14 -12
1068 6 14 -12
1069 6 14 -11
1070 6 14 -12
1071 6 14 -11
1072 6 14 -10
1073 5 14 -10
1074 5 13 -10
1075 6 13 -10
1076 6 14 -10
1077 6 14 -9
1078 6 14 -8
1079 5 14 -8
1080 5 14 -7
1081 5 14 -6
1082 5 14 -5
1083 5 14 -4
1084 6 14 -4
1085 7 14 -4
1086 7 13 -4
1087 6 13 -4
1088 6 14 -4
1089 6 14 -3
1090 6 14 -4
1091 6 14 -5
1092 6 13 -5
1093 7 13 -5
1094 8 13 -5
1095 8 12 -5
1096 7 12 -5
1097 7 11 -5
1098 6 11 -5
1099 7 11 -5
1100 6 11 -5
1101 6 12 -5
1102 6 11 -5
1103 6 12 -5
1104 6 12 -6
1105 6 12 -5
1106 6 13 -5
1107 5 13 -5
1108 5 12 -5
1109 5 12 -4
1110 5 12 -5
1111 5 12 -6
1112 5 11 -6
1113 5 11 -7
1114 5 11 -8
1115 4 11 -8
1116 4 10 -8
1117 4 9 -8
1118 4 8 -8
1119 4 8 -9
1120 4 9 -9
1121 4 10 -9
1122 4 10 -10
1123 4 11 -10
1124 3 11 -10
1125 3 12 -10
1126 3 13 -10
1127 3 12 -10
1128 2 12 -10
1129 3 12 -10
1130 4 12 -10
1131 4 12 -9
1132 5 12 -9
1133 4 12 -9
1134 5 12 -9
1135 5 11 -9
1136 5 11 -8
1137 5 11 -9
1138 5 12 -9
1139 5 13 -9
1140 5 13 -8
1141 5 14 -8
1142 4 14 -8
1143 4 14 -9
1144 3 14 -9
1145 4 14 -9
1146 4 14 -10
1147 4 14 -11
1148 3 14 -11
1149 3 15 -11
1150 3 16 -11
1151 3 16 -10
1152 2 16 -10
1153 2 16 -11
1154 3 16 -11
1155 2 16 -11
1156 2 16 -12
1157 2 16 -11
1158 1 16 -11
1159 1 17 -11
1160 0 17 -11
1161 0 17 -12
1162 -1 17 -12
1163 -1 17 -11
1164 -1 18 -11
1165 -1 17 -11
1166 -1 17 -10
1167 -1 17 -11
1168 -1 17 -12
1169 -1 17 -13
1170 -1 18 -13
1171 -1 19 -13
1172 -1 19 -14
1173 -1 19 -13
1174 -1 20 -13
1175 -1 19 -13
1176 0 19 -13
1177 -1 19 -13
1178 -1 19 -14
1179 0 19 -14
1180 0 20 -14
1181 0 20 -13
1182 0 21 -13
1183 1 21 -13
1184 1 21 -14
1185 1 21 -15
1186 1 22 -15
1187 1 22 -14
1188 1 23 -14
1189 0 23 -14
1190 -1 23 -14
1191 -1 23 -15
1192 -1 24 -15
1193 -1 24 -16
1194 -1 24 -15
1195 -2 24 -15
1196 -3 24 -15
1197 -3 24 -16
1198 -4 24 -16
1199 -5 24 -16
1200 -5 23 -16
1201 -5 22 -16
1202 -4 22 -16
1203 -3 22 -16
1204 -3 22 -15
1205 -2 22 -15
1206 -2 21 -15
1207 -2 20 -15
1208 -3 20 -15
1209 -4 20 -15
1210 -4 20 -14
1211 -5 20 -14
1212 -5 20 -15
1213 -6 20 -15
1214 -6 20 -14
1215 -6 19 -14
1216 -6 19 -13
1217 -6 18 -13
1218 -6 19 -13
1219 -7 19 -13
1220 -6 19 -13
1221 -7 19 -13
1222 -7 20 -13
1223 -7 20 -14
1224 -7 20 -15
1225 -7 19 -15
1226 -7 20 -15
1227 -6 20 -15
1228 -6 20 -16
1229 -7 20 -16
1230 -7 19 -16
1231 -7 19 -17
1232 -7 18 -17
1233 -7 19 -17
1234 -7 18 -17
1235 -7 17 -17
1236 -6 17 -17
1237 -6 16 -17
1238 -7 16 -17
1239 -7 16 -16
1240 -7 17 -16
1241 -7 16 -16
1242 -8 16 -16
1243 -9 16 -16
1244 -8 16 -16
1245 -8 17 -16
1246 -7 17 -16
1247 -7 16 -16
1248 -7 16 -17
1249 -7 16 -16
1250 -8 16 -16
1251 -8 15 -16
1252 -8 15 -17
1253 -8 14 -17
1254 -7 14 -17
1255 -7 15 -17
1256 -7 15 -18
1257 -7 15 -19
1258 -7 16 -19
1259 -7 16 -18
1260 -7 16 -17
1261 -7 17 -17
1262 -7 17 -16
1263 -7 18 -16
1264 -7 17 -16
1265 -7 17 -17
1266 -6 17 -17
1267 -7 17 -17
1268 -6 17 -17
1269 -5 17 -17
1270 -4 17 -17
1271 -4 16 -17
1272 -4 16 -16
1273 -5 16 -16
1274 -5 15 -16
1275 -5 16 -16
1276 -4 16 -16
1277 -4 15 -16
1278 -4 14 -16
1279 -4 14 -17
1280 -4 15 -17
1281 -5 15 -17
1282 -5 15 -18
1283 -4 15 -18
1284 -4 16 -18
1285 -4 17 -18
1286 -4 18 -18
1287 -4 18 -19
1288 -4 18 -18
1289 -3 18 -18
1290 -2 18 -18
1291 -2 18 -17
1292 -2 18 -18
1293 -2 17 -18
1294 -2 18 -18
1295 -2 18 -17
1296 -3 18 -17
1297 -3 17 -17
1298 -3 18 -17
1299 -3 17 -17
1300 -3 18 -17
1301 -3 19 -17
1302 -2 19 -17
1303 -2 19 -18
1304 -3 19 -18
1305 -3 19 -17
1306 -3 19 -18
1307 -3 19 -19
1308 -4 19 -19
1309 -4 18 -19
1310 -3 18 -19
1311 -4 18 -19
1312 -3 18 -19
1313 -3 17 -19
1314 -3 16 -19
1315 -3 15 -19
1316 -2 15 -19
1317 -1 15 -19
1318 -1 16 -19
1319 -1 16 -20
1320 -1 17 -20
1321 0 17 -20
1322 1 17 -20
1323 1 17 -21
1324 1 16 -21
1325 1 17 -21
1326 1 18 -21
1327 1 19 -21
1328 1 18 -21
1329 1 18 -20
1330 2 18 -20
1331 2 17 -20
1332 2 17 -19
1333 2 17 -20
1334 2 17 -21
1335 2 17 -20
1336 2 16 -20
1337 2 17 -20
1338 3 17 -20
1339 4 17 -20
1340 4 18 -20
1341 3 18 -20
1342 4 18 -20
1343 4 19 -20
1344 3 19 -20
1345 3 19 -19
1346 3 20 -19
1347 4 20 -19
1348 3 20 -19
1349 2 20 -19
1350 2 20 -20
1351 2 20 -19
1352 3 20 -19
1353 3 19 -19
1354 3 20 -19
1355 3 21 -19
1356 3 22 -19
1357 3 22 -20
1358 3 22 -21
1359 4 22 -21
1360 5 22 -21
1361 5 21 -21
1362 5 22 -21
1363 6 22 -21
1364 6 21 -21
1365 6 20 -21
1366 6 21 -21
1367 5 21 -21
1368 6 21 -21
1369 6 20 -21
1370 6 20 -20
1371 6 19 -20
1372 5 19 -20
1373 5 19 -21
1374 5 19 -20
1375 6 19 -20
1376 6 20 -20
1377 5 20 -20
1378 5 20 -21
1379 5 19 -21
1380 5 18 -21
1381 5 17 -21
1382 5 16 -21
1383 5 15 -21
1384 5 14 -21
1385 5 14 -22
1386 5 13 -22
1387 5 13 -23
1388 6 13 -23
1389 6 13 -22
1390 6 13 -21
1391 5 13 -21
1392 4 13 -21
1393 4 13 -20
1394 4 13 -19
1395 4 14 -19
1396 5 14 -19
1397 5 13 -19
1398 5 13 -18
1399 6 13 -18
1400 6 13 -19
1401 5 13 -19
1402 4 13 -19
1403 5 13 -19
1404 5 13 -20
1405 4 13 -20
1406 4 14 -20
1407 4 13 -20
1408 4 13 -19
1409 4 13 -18
1410 4 12 -18
1411 4 13 -18
1412 3 13 -18
1413 2 13 -18
1414 2 14 -18
1415 2 14 -17
1416 3 14 -17
1417 2 14 -17
1418 1 14 -17
1419 1 14 -18
1420 2 14 -18
1421 2 14 -17
1422 3 14 -17
1423 3 14 -18
1424 2 14 -18
1425 2 14 -19
1426 2 13 -19
1427 1 13 -19
1428 1 13 -20
1429 2 13 -20
1430 1 13 -20
1431 1 13 -19
1432 0 13 -19
1433 0 12 -19
1434 1 12 -19
1435 1 12 -20
1436 1 11 -20
1437 1 11 -21
1438 1 12 -21
1439 1 12 -20
1440 1 12 -19
1441 2 12 -19
1442 3 12 -19
1443 2 12 -19
1444 2 12 -18
1445 2 13 -18
1446 2 12 -18
1447 3 12 -18
1448 4 12 -18
1449 4 13 -18
1450 4 12 -18
1451 4 12 -17
1452 5 12 -17
1453 6 12 -17
1454 5 12 -17
1455 5 12 -16
1456 5 13 -16
1457 5 13 -15
1458 5 14 -15
1459 4 14 -15
1460 4 14 -14
1461 3 14 -14
1462 3 15 -14
1463 4 15 -14
1464 3 15 -14
1465 4 15 -14
1466 4 15 -15
1467 3 15 -15
1468 3 14 -15
1469 3 15 -15
1470 3 14 -15
1471 2 14 -15
1472 2 14 -16
1473 2 13 -16
1474 2 13 -15
1475 2 13 -14
1476 3 13 -14
1477 2 13 -14
1478 2 12 -14
1479 1 12 -14
1480 1 13 -14
1481 1 14 -14
1482 1 14 -13
1483 1 14 -12
1484 1 14 -13
1485 1 13 -13
1486 1 12 -13
1487 1 11 -13
1488 0 11 -13
1489 1 11 -13
1490 1 11 -12
1491 1 11 -11
1492 1 12 -11
1493 0 12 -11
1494 0 12 -10
1495 1 12 -10
1496 0 12 -10
1497 0 12 -9
1498 0 13 -9
1499 0 13 -10
1500 -1 13 -10
1501 -1 13 -9
1502 -1 12 -9
1503 -1 12 -8
1504 -2 12 -8
1505 -2 11 -8
1506 -1 11 -8
1507 -2 11 -8
1508 -2 12 -8
1509 -2 12 -7
1510 -2 11 -7
1511 -2 10 -7
1512 -1 10 -7
1513 -1 9 -7
1514 -1 10 -7
